DATE,ISO_YEAR,WEEKDAY,LUNAR_DAY,LUNAR_MONTH,LUNAR_YEAR,LEAP_LUNAR_YEAR,LEAP_LUNAR_MONTH,HOLIDAY,WORKING_HOLIDAYS,LAST_SALE_IN_DATE,OFF_HOLIDAYS
8/14/2022,2022,1,17,7,2022,0,,,Yes,8/26/2022,0
8/15/2022,2022,2,18,7,2022,0,,,Yes,8/26/2022,0
8/16/2022,2022,3,19,7,2022,0,,,Yes,8/26/2022,0
8/17/2022,2022,4,20,7,2022,0,,,Yes,8/26/2022,0
8/18/2022,2022,5,21,7,2022,0,,,Yes,8/26/2022,0
8/19/2022,2022,6,22,7,2022,0,,,Yes,8/26/2022,0
8/20/2022,2022,7,23,7,2022,0,,,Yes,8/26/2022,0
8/21/2022,2022,1,24,7,2022,0,,,Yes,8/26/2022,0
8/22/2022,2022,2,25,7,2022,0,,,Yes,8/26/2022,0
8/23/2022,2022,3,26,7,2022,0,,,Yes,8/26/2022,0
8/24/2022,2022,4,27,7,2022,0,,,Yes,8/26/2022,0
8/25/2022,2022,5,28,7,2022,0,,,Yes,8/26/2022,0
8/26/2022,2022,6,29,7,2022,0,,,Yes,8/26/2022,0
8/27/2022,2022,7,1,8,2022,0,,,Yes,8/26/2022,0
8/28/2022,2022,1,2,8,2022,0,,,Yes,8/26/2022,0
8/29/2022,2022,2,3,8,2022,0,,,Yes,8/26/2022,0
8/30/2022,2022,3,4,8,2022,0,,,Yes,8/26/2022,0
8/31/2022,2022,4,5,8,2022,0,,,Yes,8/26/2022,0
9/1/2022,2022,5,6,8,2022,0,,Off Holiday,No,9/27/2022,1
9/2/2022,2022,6,7,8,2022,0,,Off Holiday,No,9/27/2022,1
9/3/2022,2022,7,8,8,2022,0,,,Yes,9/27/2022,0
9/4/2022,2022,1,9,8,2022,0,,,Yes,9/27/2022,0
9/5/2022,2022,2,10,8,2022,0,,,Yes,9/27/2022,0
9/6/2022,2022,3,11,8,2022,0,,,Yes,9/27/2022,0
9/7/2022,2022,4,12,8,2022,0,,,Yes,9/27/2022,0
9/8/2022,2022,5,13,8,2022,0,,,Yes,9/27/2022,0
9/9/2022,2022,6,14,8,2022,0,,,Yes,9/27/2022,0
9/10/2022,2022,7,15,8,2022,0,,Vegan Day,Yes,9/27/2022,0
9/11/2022,2022,1,16,8,2022,0,,,Yes,9/27/2022,0
9/12/2022,2022,2,17,8,2022,0,,,Yes,9/27/2022,0
9/13/2022,2022,3,18,8,2022,0,,,Yes,9/27/2022,0
9/14/2022,2022,4,19,8,2022,0,,,Yes,9/27/2022,0
9/15/2022,2022,5,20,8,2022,0,,,Yes,9/27/2022,0
9/16/2022,2022,6,21,8,2022,0,,,Yes,9/27/2022,0
9/17/2022,2022,7,22,8,2022,0,,,Yes,9/27/2022,0
9/18/2022,2022,1,23,8,2022,0,,,Yes,9/27/2022,0
9/19/2022,2022,2,24,8,2022,0,,,Yes,9/27/2022,0
9/20/2022,2022,3,25,8,2022,0,,,Yes,9/27/2022,0
9/21/2022,2022,4,26,8,2022,0,,,Yes,9/27/2022,0
9/22/2022,2022,5,27,8,2022,0,,,Yes,9/27/2022,0
9/23/2022,2022,6,28,8,2022,0,,,Yes,9/27/2022,0
9/24/2022,2022,7,29,8,2022,0,,,Yes,9/27/2022,0
9/25/2022,2022,1,30,8,2022,0,,,Yes,9/27/2022,0
9/26/2022,2022,2,1,9,2022,0,,,Yes,9/27/2022,0
9/27/2022,2022,3,2,9,2022,0,,,Yes,9/27/2022,0
9/28/2022,2022,4,3,9,2022,0,,,Yes,9/27/2022,0
9/29/2022,2022,5,4,9,2022,0,,,Yes,9/27/2022,0
9/30/2022,2022,6,5,9,2022,0,,,Yes,9/27/2022,0
10/1/2022,2022,7,6,9,2022,0,,,Yes,10/28/2022,0
10/2/2022,2022,1,7,9,2022,0,,,Yes,10/28/2022,0
10/3/2022,2022,2,8,9,2022,0,,,Yes,10/28/2022,0
10/4/2022,2022,3,9,9,2022,0,,,Yes,10/28/2022,0
10/5/2022,2022,4,10,9,2022,0,,,Yes,10/28/2022,0
10/6/2022,2022,5,11,9,2022,0,,,Yes,10/28/2022,0
10/7/2022,2022,6,12,9,2022,0,,,Yes,10/28/2022,0
10/8/2022,2022,7,13,9,2022,0,,,Yes,10/28/2022,0
10/9/2022,2022,1,14,9,2022,0,,,Yes,10/28/2022,0
10/10/2022,2022,2,15,9,2022,0,,Vegan Day,Yes,10/28/2022,0
10/11/2022,2022,3,16,9,2022,0,,,Yes,10/28/2022,0
10/12/2022,2022,4,17,9,2022,0,,,Yes,10/28/2022,0
10/13/2022,2022,5,18,9,2022,0,,,Yes,10/28/2022,0
10/14/2022,2022,6,19,9,2022,0,,,Yes,10/28/2022,0
10/15/2022,2022,7,20,9,2022,0,,,Yes,10/28/2022,0
10/16/2022,2022,1,21,9,2022,0,,,Yes,10/28/2022,0
10/17/2022,2022,2,22,9,2022,0,,,Yes,10/28/2022,0
10/18/2022,2022,3,23,9,2022,0,,,Yes,10/28/2022,0
10/19/2022,2022,4,24,9,2022,0,,,Yes,10/28/2022,0
10/20/2022,2022,5,25,9,2022,0,,,Yes,10/28/2022,0
10/21/2022,2022,6,26,9,2022,0,,,Yes,10/28/2022,0
10/22/2022,2022,7,27,9,2022,0,,,Yes,10/28/2022,0
10/23/2022,2022,1,28,9,2022,0,,,Yes,10/28/2022,0
10/24/2022,2022,2,29,9,2022,0,,,Yes,10/28/2022,0
10/25/2022,2022,3,1,10,2022,0,,,Yes,10/28/2022,0
10/26/2022,2022,4,2,10,2022,0,,,Yes,10/28/2022,0
10/27/2022,2022,5,3,10,2022,0,,,Yes,10/28/2022,0
10/28/2022,2022,6,4,10,2022,0,,,Yes,10/28/2022,0
10/29/2022,2022,7,5,10,2022,0,,,Yes,10/28/2022,0
10/30/2022,2022,1,6,10,2022,0,,,Yes,10/28/2022,0
10/31/2022,2022,2,7,10,2022,0,,,Yes,10/28/2022,0
11/1/2022,2022,3,8,10,2022,0,,,Yes,11/25/2022,0
11/2/2022,2022,4,9,10,2022,0,,,Yes,11/25/2022,0
11/3/2022,2022,5,10,10,2022,0,,,Yes,11/25/2022,0
11/4/2022,2022,6,11,10,2022,0,,,Yes,11/25/2022,0
11/5/2022,2022,7,12,10,2022,0,,,Yes,11/25/2022,0
11/6/2022,2022,1,13,10,2022,0,,,Yes,11/25/2022,0
11/7/2022,2022,2,14,10,2022,0,,,Yes,11/25/2022,0
11/8/2022,2022,3,15,10,2022,0,,Vegan Day,Yes,11/25/2022,0
11/9/2022,2022,4,16,10,2022,0,,,Yes,11/25/2022,0
11/10/2022,2022,5,17,10,2022,0,,,Yes,11/25/2022,0
11/11/2022,2022,6,18,10,2022,0,,,Yes,11/25/2022,0
11/12/2022,2022,7,19,10,2022,0,,,Yes,11/25/2022,0
11/13/2022,2022,1,20,10,2022,0,,,Yes,11/25/2022,0
11/14/2022,2022,2,21,10,2022,0,,,Yes,11/25/2022,0
11/15/2022,2022,3,22,10,2022,0,,,Yes,11/25/2022,0
11/16/2022,2022,4,23,10,2022,0,,,Yes,11/25/2022,0
11/17/2022,2022,5,24,10,2022,0,,,Yes,11/25/2022,0
11/18/2022,2022,6,25,10,2022,0,,,Yes,11/25/2022,0
11/19/2022,2022,7,26,10,2022,0,,,Yes,11/25/2022,0
11/20/2022,2022,1,27,10,2022,0,,,Yes,11/25/2022,0
11/21/2022,2022,2,28,10,2022,0,,,Yes,11/25/2022,0
11/22/2022,2022,3,29,10,2022,0,,,Yes,11/25/2022,0
11/23/2022,2022,4,30,10,2022,0,,,Yes,11/25/2022,0
11/24/2022,2022,5,1,11,2022,0,,,Yes,11/25/2022,0
11/25/2022,2022,6,2,11,2022,0,,,Yes,11/25/2022,0
11/26/2022,2022,7,3,11,2022,0,,,Yes,11/25/2022,0
11/27/2022,2022,1,4,11,2022,0,,,Yes,11/25/2022,0
11/28/2022,2022,2,5,11,2022,0,,,Yes,11/25/2022,0
11/29/2022,2022,3,6,11,2022,0,,,Yes,11/25/2022,0
11/30/2022,2022,4,7,11,2022,0,,,Yes,11/25/2022,0
12/1/2022,2022,5,8,11,2022,0,,,Yes,12/28/2022,0
12/2/2022,2022,6,9,11,2022,0,,,Yes,12/28/2022,0
12/3/2022,2022,7,10,11,2022,0,,,Yes,12/28/2022,0
12/4/2022,2022,1,11,11,2022,0,,,Yes,12/28/2022,0
12/5/2022,2022,2,12,11,2022,0,,,Yes,12/28/2022,0
12/6/2022,2022,3,13,11,2022,0,,,Yes,12/28/2022,0
12/7/2022,2022,4,14,11,2022,0,,,Yes,12/28/2022,0
12/8/2022,2022,5,15,11,2022,0,,Vegan Day,Yes,12/28/2022,0
12/9/2022,2022,6,16,11,2022,0,,,Yes,12/28/2022,0
12/10/2022,2022,7,17,11,2022,0,,,Yes,12/28/2022,0
12/11/2022,2022,1,18,11,2022,0,,,Yes,12/28/2022,0
12/12/2022,2022,2,19,11,2022,0,,,Yes,12/28/2022,0
12/13/2022,2022,3,20,11,2022,0,,,Yes,12/28/2022,0
12/14/2022,2022,4,21,11,2022,0,,,Yes,12/28/2022,0
12/15/2022,2022,5,22,11,2022,0,,,Yes,12/28/2022,0
12/16/2022,2022,6,23,11,2022,0,,,Yes,12/28/2022,0
12/17/2022,2022,7,24,11,2022,0,,,Yes,12/28/2022,0
12/18/2022,2022,1,25,11,2022,0,,,Yes,12/28/2022,0
12/19/2022,2022,2,26,11,2022,0,,,Yes,12/28/2022,0
12/20/2022,2022,3,27,11,2022,0,,,Yes,12/28/2022,0
12/21/2022,2022,4,28,11,2022,0,,,Yes,12/28/2022,0
12/22/2022,2022,5,29,11,2022,0,,,Yes,12/28/2022,0
12/23/2022,2022,6,1,12,2022,0,,,Yes,12/28/2022,0
12/24/2022,2022,7,2,12,2022,0,,,Yes,12/28/2022,0
12/25/2022,2022,1,3,12,2022,0,,,Yes,12/28/2022,0
12/26/2022,2022,2,4,12,2022,0,,,Yes,12/28/2022,0
12/27/2022,2022,3,5,12,2022,0,,,Yes,12/28/2022,0
12/28/2022,2022,4,6,12,2022,0,,,Yes,12/28/2022,0
12/29/2022,2022,5,7,12,2022,0,,,Yes,12/28/2022,0
12/30/2022,2022,6,8,12,2022,0,,,Yes,12/28/2022,0
12/31/2022,2022,7,9,12,2022,0,,,Yes,12/28/2022,0
1/1/2023,2023,1,10,12,2022,0,,New Year,No,1/27/2023,1
1/2/2023,2023,2,11,12,2022,0,,,Yes,1/27/2023,1
1/3/2023,2023,3,12,12,2022,0,,,Yes,1/27/2023,0
1/4/2023,2023,4,13,12,2022,0,,,Yes,1/27/2023,0
1/5/2023,2023,5,14,12,2022,0,,,Yes,1/27/2023,0
1/6/2023,2023,6,15,12,2022,0,,Vegan Day,Yes,1/27/2023,0
1/7/2023,2023,7,16,12,2022,0,,,Yes,1/27/2023,0
1/8/2023,2023,1,17,12,2022,0,,,Yes,1/27/2023,0
1/9/2023,2023,2,18,12,2022,0,,,Yes,1/27/2023,0
1/10/2023,2023,3,19,12,2022,0,,,Yes,1/27/2023,0
1/11/2023,2023,4,20,12,2022,0,,,Yes,1/27/2023,0
1/12/2023,2023,5,21,12,2022,0,,,Yes,1/27/2023,0
1/13/2023,2023,6,22,12,2022,0,,,Yes,1/27/2023,0
1/14/2023,2023,7,23,12,2022,0,,,Yes,1/27/2023,0
1/15/2023,2023,1,24,12,2022,0,,Pre Tet,Yes,1/27/2023,0
1/16/2023,2023,2,25,12,2022,0,,Pre Tet,Yes,1/27/2023,0
1/17/2023,2023,3,26,12,2022,0,,Pre Tet,Yes,1/27/2023,0
1/18/2023,2023,4,27,12,2022,0,,Pre Tet,Yes,1/27/2023,0
1/19/2023,2023,5,28,12,2022,0,,Pre Tet,No,1/27/2023,0
1/20/2023,2023,6,29,12,2022,0,,Pre Tet,No,1/27/2023,0
1/21/2023,2023,7,30,12,2022,0,,Tet,No,1/27/2023,1
1/22/2023,2023,1,1,1,2023,-1,2,Tet,No,1/27/2023,1
1/23/2023,2023,2,2,1,2023,-1,2,Tet,No,1/27/2023,1
1/24/2023,2023,3,3,1,2023,-1,2,Tet,No,1/27/2023,1
1/25/2023,2023,4,4,1,2023,-1,2,Tet,No,1/27/2023,1
1/26/2023,2023,5,5,1,2023,-1,2,Tet,No,1/27/2023,1
1/27/2023,2023,6,6,1,2023,-1,2,,Yes,1/27/2023,1
1/28/2023,2023,7,7,1,2023,-1,2,,Yes,1/27/2023,0
1/29/2023,2023,1,8,1,2023,-1,2,,Yes,1/27/2023,0
1/30/2023,2023,2,9,1,2023,-1,2,,Yes,1/27/2023,0
1/31/2023,2023,3,10,1,2023,-1,2,,Yes,1/27/2023,0
2/1/2023,2023,4,11,1,2023,-1,2,,Yes,2/24/2023,0
2/2/2023,2023,5,12,1,2023,-1,2,,Yes,2/24/2023,0
2/3/2023,2023,6,13,1,2023,-1,2,,Yes,2/24/2023,0
2/4/2023,2023,7,14,1,2023,-1,2,,Yes,2/24/2023,0
2/5/2023,2023,1,15,1,2023,-1,2,Big Vegan Day,Yes,2/24/2023,0
2/6/2023,2023,2,16,1,2023,-1,2,,Yes,2/24/2023,0
2/7/2023,2023,3,17,1,2023,-1,2,,Yes,2/24/2023,0
2/8/2023,2023,4,18,1,2023,-1,2,,Yes,2/24/2023,0
2/9/2023,2023,5,19,1,2023,-1,2,,Yes,2/24/2023,0
2/10/2023,2023,6,20,1,2023,-1,2,,Yes,2/24/2023,0
2/11/2023,2023,7,21,1,2023,-1,2,,Yes,2/24/2023,0
2/12/2023,2023,1,22,1,2023,-1,2,,Yes,2/24/2023,0
2/13/2023,2023,2,23,1,2023,-1,2,,Yes,2/24/2023,0
2/14/2023,2023,3,24,1,2023,-1,2,,Yes,2/24/2023,0
2/15/2023,2023,4,25,1,2023,-1,2,,Yes,2/24/2023,0
2/16/2023,2023,5,26,1,2023,-1,2,,Yes,2/24/2023,0
2/17/2023,2023,6,27,1,2023,-1,2,,Yes,2/24/2023,0
2/18/2023,2023,7,28,1,2023,-1,2,,Yes,2/24/2023,0
2/19/2023,2023,1,29,1,2023,-1,2,,Yes,2/24/2023,0
2/20/2023,2023,2,1,2,2023,-1,2,,Yes,2/24/2023,0
2/21/2023,2023,3,2,2,2023,-1,2,,Yes,2/24/2023,0
2/22/2023,2023,4,3,2,2023,-1,2,,Yes,2/24/2023,0
2/23/2023,2023,5,4,2,2023,-1,2,,Yes,2/24/2023,0
2/24/2023,2023,6,5,2,2023,-1,2,,Yes,2/24/2023,0
2/25/2023,2023,7,6,2,2023,-1,2,,Yes,2/24/2023,0
2/26/2023,2023,1,7,2,2023,-1,2,,Yes,2/24/2023,0
2/27/2023,2023,2,8,2,2023,-1,2,,Yes,2/24/2023,0
2/28/2023,2023,3,9,2,2023,-1,2,,Yes,2/24/2023,0
3/1/2023,2023,4,10,2,2023,-1,2,,Yes,3/28/2023,0
3/2/2023,2023,5,11,2,2023,-1,2,,Yes,3/28/2023,0
3/3/2023,2023,6,12,2,2023,-1,2,,Yes,3/28/2023,0
3/4/2023,2023,7,13,2,2023,-1,2,,Yes,3/28/2023,0
3/5/2023,2023,1,14,2,2023,-1,2,,Yes,3/28/2023,0
3/6/2023,2023,2,15,2,2023,-1,2,Vegan Day,Yes,3/28/2023,0
3/7/2023,2023,3,16,2,2023,-1,2,,Yes,3/28/2023,0
3/8/2023,2023,4,17,2,2023,-1,2,,Yes,3/28/2023,0
3/9/2023,2023,5,18,2,2023,-1,2,,Yes,3/28/2023,0
3/10/2023,2023,6,19,2,2023,-1,2,,Yes,3/28/2023,0
3/11/2023,2023,7,20,2,2023,-1,2,,Yes,3/28/2023,0
3/12/2023,2023,1,21,2,2023,-1,2,,Yes,3/28/2023,0
3/13/2023,2023,2,22,2,2023,-1,2,,Yes,3/28/2023,0
3/14/2023,2023,3,23,2,2023,-1,2,,Yes,3/28/2023,0
3/15/2023,2023,4,24,2,2023,-1,2,,Yes,3/28/2023,0
3/16/2023,2023,5,25,2,2023,-1,2,,Yes,3/28/2023,0
3/17/2023,2023,6,26,2,2023,-1,2,,Yes,3/28/2023,0
3/18/2023,2023,7,27,2,2023,-1,2,,Yes,3/28/2023,0
3/19/2023,2023,1,28,2,2023,-1,2,,Yes,3/28/2023,0
3/20/2023,2023,2,29,2,2023,-1,2,,Yes,3/28/2023,0
3/21/2023,2023,3,30,2,2023,-1,2,,Yes,3/28/2023,0
3/22/2023,2023,4,1,2,2023,-1,2,,Yes,3/28/2023,0
3/23/2023,2023,5,2,2,2023,-1,2,,Yes,3/28/2023,0
3/24/2023,2023,6,3,2,2023,-1,2,,Yes,3/28/2023,0
3/25/2023,2023,7,4,2,2023,-1,2,,Yes,3/28/2023,0
3/26/2023,2023,1,5,2,2023,-1,2,,Yes,3/28/2023,0
3/27/2023,2023,2,6,2,2023,-1,2,,Yes,3/28/2023,0
3/28/2023,2023,3,7,2,2023,-1,2,,Yes,3/28/2023,0
3/29/2023,2023,4,8,2,2023,-1,2,,Yes,3/28/2023,0
3/30/2023,2023,5,9,2,2023,-1,2,,Yes,3/28/2023,0
3/31/2023,2023,6,10,2,2023,-1,2,,Yes,3/28/2023,0
4/1/2023,2023,7,11,2,2023,-1,2,,Yes,4/27/2023,0
4/2/2023,2023,1,12,2,2023,-1,2,,Yes,4/27/2023,0
4/3/2023,2023,2,13,2,2023,-1,2,,Yes,4/27/2023,0
4/4/2023,2023,3,14,2,2023,-1,2,,Yes,4/27/2023,0
4/5/2023,2023,4,15,2,2023,-1,2,Vegan Day,Yes,4/27/2023,0
4/6/2023,2023,5,16,2,2023,-1,2,,Yes,4/27/2023,0
4/7/2023,2023,6,17,2,2023,-1,2,,Yes,4/27/2023,0
4/8/2023,2023,7,18,2,2023,-1,2,,Yes,4/27/2023,0
4/9/2023,2023,1,19,2,2023,-1,2,,Yes,4/27/2023,0
4/10/2023,2023,2,20,2,2023,-1,2,,Yes,4/27/2023,0
4/11/2023,2023,3,21,2,2023,-1,2,,Yes,4/27/2023,0
4/12/2023,2023,4,22,2,2023,-1,2,,Yes,4/27/2023,0
4/13/2023,2023,5,23,2,2023,-1,2,,Yes,4/27/2023,0
4/14/2023,2023,6,24,2,2023,-1,2,,Yes,4/27/2023,0
4/15/2023,2023,7,25,2,2023,-1,2,,Yes,4/27/2023,0
4/16/2023,2023,1,26,2,2023,-1,2,,Yes,4/27/2023,0
4/17/2023,2023,2,27,2,2023,-1,2,,Yes,4/27/2023,0
4/18/2023,2023,3,28,2,2023,-1,2,,Yes,4/27/2023,0
4/19/2023,2023,4,29,2,2023,-1,2,,Yes,4/27/2023,0
4/20/2023,2023,5,1,3,2023,-1,2,,Yes,4/27/2023,0
4/21/2023,2023,6,2,3,2023,-1,2,,Yes,4/27/2023,0
4/22/2023,2023,7,3,3,2023,-1,2,,Yes,4/27/2023,0
4/23/2023,2023,1,4,3,2023,-1,2,,Yes,4/27/2023,0
4/24/2023,2023,2,5,3,2023,-1,2,,Yes,4/27/2023,0
4/25/2023,2023,3,6,3,2023,-1,2,,Yes,4/27/2023,0
4/26/2023,2023,4,7,3,2023,-1,2,,Yes,4/27/2023,0
4/27/2023,2023,5,8,3,2023,-1,2,,Yes,4/27/2023,0
4/28/2023,2023,6,9,3,2023,-1,2,,Yes,4/27/2023,0
4/29/2023,2023,7,10,3,2023,-1,2,Kings Festival,No,4/27/2023,1
4/30/2023,2023,1,11,3,2023,-1,2,Off Holiday,No,4/27/2023,1
5/1/2023,2023,2,12,3,2023,-1,2,Off Holiday,No,5/26/2023,1
5/2/2023,2023,3,13,3,2023,-1,2,,Yes,5/26/2023,1
5/3/2023,2023,4,14,3,2023,-1,2,,Yes,5/26/2023,1
5/4/2023,2023,5,15,3,2023,-1,2,Vegan Day,Yes,5/26/2023,0
5/5/2023,2023,6,16,3,2023,-1,2,,Yes,5/26/2023,0
5/6/2023,2023,7,17,3,2023,-1,2,,Yes,5/26/2023,0
5/7/2023,2023,1,18,3,2023,-1,2,,Yes,5/26/2023,0
5/8/2023,2023,2,19,3,2023,-1,2,,Yes,5/26/2023,0
5/9/2023,2023,3,20,3,2023,-1,2,,Yes,5/26/2023,0
5/10/2023,2023,4,21,3,2023,-1,2,,Yes,5/26/2023,0
5/11/2023,2023,5,22,3,2023,-1,2,,Yes,5/26/2023,0
5/12/2023,2023,6,23,3,2023,-1,2,,Yes,5/26/2023,0
5/13/2023,2023,7,24,3,2023,-1,2,,Yes,5/26/2023,0
5/14/2023,2023,1,25,3,2023,-1,2,,Yes,5/26/2023,0
5/15/2023,2023,2,26,3,2023,-1,2,,Yes,5/26/2023,0
5/16/2023,2023,3,27,3,2023,-1,2,,Yes,5/26/2023,0
5/17/2023,2023,4,28,3,2023,-1,2,,Yes,5/26/2023,0
5/18/2023,2023,5,29,3,2023,-1,2,,Yes,5/26/2023,0
5/19/2023,2023,6,1,4,2023,-1,2,,Yes,5/26/2023,0
5/20/2023,2023,7,2,4,2023,-1,2,,Yes,5/26/2023,0
5/21/2023,2023,1,3,4,2023,-1,2,,Yes,5/26/2023,0
5/22/2023,2023,2,4,4,2023,-1,2,,Yes,5/26/2023,0
5/23/2023,2023,3,5,4,2023,-1,2,,Yes,5/26/2023,0
5/24/2023,2023,4,6,4,2023,-1,2,,Yes,5/26/2023,0
5/25/2023,2023,5,7,4,2023,-1,2,,Yes,5/26/2023,0
5/26/2023,2023,6,8,4,2023,-1,2,,Yes,5/26/2023,0
5/27/2023,2023,7,9,4,2023,-1,2,,Yes,5/26/2023,0
5/28/2023,2023,1,10,4,2023,-1,2,,Yes,5/26/2023,0
5/29/2023,2023,2,11,4,2023,-1,2,,Yes,5/26/2023,0
